Labels,Text,Text_Tag
5,"After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.","economy,jobs"
4,At least 10 ISIS fighters have been caught coming across the Mexican border in Texas and there are dozens more that did not get caught by the Border Patrol.,terrorism
2,Less than half of jobs at the Carrier manufacturing plant in Indiana are actually staying.,"jobs,state-finances"
5,"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",taxes
1,Says Majority Leader Eric Cantor called for abolishing Social Security and Medicare.,"federal-budget,medicare,social-security"
1,I never said that Muslims would be subject to profiling under his policies.,"diversity,homeland-security,legal-issues,religion"
3,The majority of teams (are) now spending their dollars on the offensive side of the football.,sports
2,"Members of Congress ""have not reduced their salaries ... since the Great Depression,"" meaning they've gone ""eight decades without a pay cut.""","federal-budget,government-efficiency"
0,Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.,taxes
0,"Last week Senator Obama's running mate said, get this, 'Raising taxes is patriotic.' ",taxes
3,"Today, American companies have nearly $2 trillion sitting on their balance sheets.","corporations,jobs"
3,"Says 31 percent of Texas physicians accept all new Medicaid patients, down from 67 percent in 2000.",medicaid
1,Says Planned Parenthood CEO Cecile Richards was forced to concede that 86 percent of Planned Parenthoods revenue is from abortion.,abortion
5,Georgia spends fewer tourism advertising dollars than any other state in the South.,"state-budget,tourism"
4,Obama admits he is not a citizen.,"candidates-biography,obama-birth-certificate"
2,"Under Lee Fisher Ohio has lost nearly 400,000 jobs.","economy,job-accomplishments,message-machine"
0,The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix.,pop-culture
3,Slavery is still allowable under Wisconsin law as long as its a punishment for a crime.,"criminal-justice,legal-issues"
0,President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,immigration
5,Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,"labor,unions"
3,Says some Georgians can get health insurance for $105 a month.,health-care
2,"Says 1,000 World War II veterans die every day.",veterans
5,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.","city-government,infrastructure,transportation"
3,"The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.","pop-culture,pundits"
3,Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.,abortion
1,Says President Obamas deal allows Iran to produce a nuclear weapon.,"foreign-policy,nuclear"
4,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""","economy,stimulus"
2,Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,"deficit,federal-budget,history"
2,"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.",immigration
2,"Under President Obama, U.S. security funding for Israel is at an all-time high.","foreign-policy,israel,military"
0,Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,state-budget
3,The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,"economy,income,taxes,wealth"
1,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""","history,taxes"
3,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,labor
0,"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.",health-care
4,Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.,"campaign-finance,workers"
1,We have over 300 state agencies. Forty-five of those agencies are related to health care.,health-care
3,"Says Rep. Bruce Braley, D-Iowa, missed 79 percent of veterans affairs committee hearings.","congress,veterans"
2,NASCAR endorsed Trump,"candidates-biography,sports"
5,Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.,history
1,The premiums on Medicares prescription drug program have fallen almost every year since it began.,"health-care,medicare"
5,"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.","debates,energy"
4,"The Central Falls School system spent $100,000 on a time clock.","city-budget,education,government-efficiency"
2,"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""","ethics,message-machine"
2,"If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis, he could begin by slashing the size of his own administration, which is already 45 percent larger than his predecessors and 40 percent more costly.","city-budget,city-government"
3,The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.,"economy,income,retirement,social-security,wealth"
3,75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.,"economy,jobs,small-business"
0,Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,education
4,Says Donald Trumps Make America Great Againhats were made in China.,china
2,On changing the rules governing judicial conflicts of interest,"campaign-finance,legal-issues"
5,No other Northeastern state has passed a photo ID law,elections
1,Says government is a barrier to innovation and development.,"education,federal-budget,market-regulation,science,technology"
1,We have a 40 to 50 percent dropout rate in our inner-city schools.,"corrections-and-updates,education"
1,"The law says ... when a police officer stops you, do whatever he says and then deal with it later.","corrections-and-updates,crime"
3,Jim Renacci cheated on his income taxes and is a deadbeat citizen.,"candidates-biography,legal-issues,message-machine,taxes"
2,Says Gov. Rick Perry was for Wall Street bailout before he was against it.,"economy,federal-budget"
4,The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,"civil-rights,guns,religion"
5,It is legal in Ohio to fire an employee or evict a tenant just for being gay.,"gays-and-lesbians,housing,jobs,workers"
0,"Says his hometown of Paint Creek, Texas, doesnt even have a ZIP code.",candidates-biography
5,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,"government-regulation,states,transportation"
1,"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.","abortion,candidates-biography"
0,"The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.","economy,financial-regulation,history,taxes"
5,"More than once, Ive actually had a conversation with the protesters on substance.","civil-rights,elections"
1,And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,ethics
0,"Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.",health-care
3,"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!",elections
1,Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods.,"city-budget,water"
3,Says Texas ranks 44th nationally in education funding per pupil.,education
3,Health insurance is more expensive in Massachusetts than anywhere else in the country.,"health-care,states"
5,"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.",voting-record
1,Everything I have said (on the campaign trail) has been factually accurate.,elections
3,"When Honduran children came into this country, Secretary Clinton said send them back.",immigration
3,Says Jeb Bush said low-income women should get their life together and find a husband.,welfare
3,Only about 6.8 percent of the (stimulus) money has actually been spent.,"economy,stimulus"
1,10 cents on thedollar from the Clinton Foundation goes to charitable causes.,candidates-biography
0,President Obama told people to skip coming here (Las Vegas) for conventions and meetings.,"economy,tourism"
4,Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,economy
2,Newark is now home to one-third of all commercial and multi-family development.,"corrections-and-updates,housing"
0,Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison.,marijuana
4,The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,campaign-advertising
3,We have 50 state lobbyists that just lobby the Legislature for money every year.,"government-efficiency,state-budget"
3,"In Atlanta, since 1994 when the Seven Deadly Sins (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.","crime,criminal-justice"
2,"Because of Jim Whelan, the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.",gambling
3,Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs.,"city-budget,transportation"
0,"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",taxes
5,We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,"history,retirement,social-security,workers"
5,We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,"congress,elections"
4,"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.","health-care,taxes"
0,"President Obamas budget would call for about $25 trillion in debt by the end of his term, if he was re-elected.","deficit,federal-budget"
0,We know that Sunday mornings have usually been given over to conservative white men.,pundits
1,"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",bipartisanship
2,Delta has had the most animal deaths among U.S. carriers in the past five years,"public-safety,transportation"
3,Republican candidate for governor Karen Handel has run a 100 percent negative campaign.,"message-machine,campaign-advertising"
1,Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,"civil-rights,crime,elections,pundits"
2,"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",education
3,"In Richmond, Va., theres more moving vans coming in than going out.","census,city-government,population"
1,Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,state-budget
4,I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,ethics
2,"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.","corrections-and-updates,health-care,medicare,message-machine-2012"
1,"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.",taxes
3,Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,"Alcohol,campaign-finance,ethics,public-service"
5,You may have driven the length of a football field in the five seconds it takes to check a text.,public-safety
0,I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,economy
0,"There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.","children,crime"
0,The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.,"legal-issues,religion"
0,"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.","health-care,medicaid"
0,"Says the Obama administration watered down sanctions against Iran, delayed them and tried to stop Congress from putting the tough sanctions in place.","foreign-policy,nuclear,terrorism,trade"
5,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,water
1,Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,elections
3,"These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.","baseball,sports"
1,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,"candidates-biography,economy,income,job-accomplishments,taxes,transparency,wealth"
5,Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,education
1,"Over half of the young people in medical, dental and law schools are women.","education,health-care,legal-issues,women"
4,Ken Block supports Obamacare.,"economy,health-care,message-machine-2014"
0,Says Hillary Clinton wants to have open borders.,"crime,foreign-policy,homeland-security,human-rights,immigration"
0,GOP candidate for governor Nathan Deal is a former Clinton Democrat.,voting-record
1,My opponent promises to bring back old jobs by wishing away the global economy.,economy
3,Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.,"congress,labor,voting-record,women"
3,One out of every four homeless people on our streets is a veteran.,poverty
5,"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts",elections
2,"Education funding of $7,176 per student is a historic level.","education,state-budget"
1,I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,"economy,jobs"
1,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",stimulus
4,Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.,"health-care,science,sports"
1,The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.,"history,terrorism"
4,Says Jill McCabe supports late term abortions. Larger baby parts are more profitable.,abortion
1,"Says U.S. Rep. Nancy Pelosi said, Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.",fake-news
2,Florida has a law like (Indianas Religious Freedom Restoration Act).,"civil-rights,gays-and-lesbians,marriage,religion"
1,The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,"candidates-biography,labor,state-budget"
4,Say photographs of Hillary Clinton at the debate show what could be an earpiece.,candidates-biography
0,Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations.,"abortion,china"
1,On whether to seat Roland Burris as the new senator from Illinois.,ethics
4,2014 Federal Tax Refunds To Be Delayed Until October 2015.,taxes
3,Forty-five states allow open carry of firearms.,guns
1,"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",religion
2,"When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, were building a wall and were deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.",immigration
2,"John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi, senior campaign adviser",ethics
3,"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.","health-care,state-budget"
2,The University of Wisconsin System had a jobs-for-life tenure program for professors.,education
2,"Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.","economy,jobs,workers"
3,"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''	health-care	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Fox News Sunday interview
9874.json	barely-true	Obamacare cuts seniors Medicare.	health-care,medicare	ed-gillespie	Republican strategist	Washington, D.C.	republican	2	3	2	2	1	a campaign email.
3072.json	mostly-true	The refusal of many federal employees to fly coach costs taxpayers $146 million annually.	government-efficiency,transparency	newsmax	Magazine and website	Florida	none	0	0	0	1	0	an e-mail solicitation
2436.json	mostly-true	Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.	education	alex-sink		Florida	democrat	1	2	2	4	0	figures cites on campaign website
9721.json	true	Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.	crime,criminal-justice,guns,legal-issues	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a campaign TV ad
3627.json	false	Almost 37 percent of the total income from Planned Parenthood is from abortions.	abortion	ronald-renuart	State Representative	Florida	republican	0	1	0	0	0	comments during a committee hearing
11900.json	half-true	The United States has the highest rate of childhood poverty of almost any major country on Earth.	children,poverty	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	comments during the PBS Democratic debate
4611.json	true	Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.	civil-rights,homeland-security,immigration,public-safety,transportation,workers	david-quiroa	prresident, Guatemalan-American Alliance of Rhode Island	Rhode Island	newsmaker	0	0	0	0	0	a news release
3168.json	pants-fire	Illegal aliens cost the state of Rhode Island $400 million a year.	census,crime,education,health-care,immigration,state-budget,taxes	terry-gorman	President, Rhode Islanders for Immigration Law Enforcement	Rhode Island	newsmaker	1	0	0	0	1	a radio interview
6832.json	pants-fire	Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.	congressional-rules,federal-budget,military	wayne-powell	lawyer	Virginia	democrat	1	1	0	0	1	a debate.
5893.json	mostly-true	If Congress froze the current spending level and then cut it by 2 percent annually, we could balance the budget in five years.	deficit,federal-budget	jamie-radtke		Virginia	republican	1	1	1	2	0	a statement
3304.json	true	Every (Wisconsin) legislator that votes for this bill will have to give up the same amount of pay as other state employees.	labor,state-budget	jeff-fitzgerald	Incoming speaker of state Assembly	Wisconsin	republican	2	0	1	2	2	an interview on the Fox News Channel
1638.json	half-true	Marco Rubio controlled funds that out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""","elections,ethics,states"
3,Says Hillary Clintons campaign hasnt been clear about when she wiped herserverof her work emails.,"elections,transparency"
1,Says Rep. Jon Runyan voted to redefine rape.,"abortion,crime,voting-record,women"
3,Ted Cruz is mathematically out of winning the race.,elections
5,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,"religion,supreme-court,colbert-report"
3,Eighty percent of the antibiotics in this country are fed to livestock.,"agriculture,animals,consumer-safety,drugs,environment,food-safety,public-health,science"
1,"This year, Eric Cantor has received more money from oil companies than any other member of Congress.","campaign-finance,energy"
5,Says Rep. Steve Stockman basically wants gun-filled zones in schools.,"elections,guns"
5,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,"deficit,federal-budget,military"
1,"The Iran deal says that if any other country tries to undermine (Irans) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.","foreign-policy,israel,terrorism"
0,"Rick Scotts Administration spent over $100,000 of taxpayer money during their first voter purge attempt in 2012.",elections
5,We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.,energy
2,The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol -- more than the amount of corn used to feed livestock and poultry in the United States.,"agriculture,energy"
0,"In 1913, it was legal to mail children.","children,history"
1,"Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.",elections
3,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.","stimulus,transportation"
2,Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,"bipartisanship,congress,environment,federal-budget,homeland-security,infrastructure,public-safety,voting-record,weather"
5,The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.,military
5,No openly gay man has ever been elected to the Georgia Legislature.,"elections,gays-and-lesbians,states"
4,"U.S. Reps. Eric Cantor and Luis Gutierrez were touring the country last year joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.",immigration
1,The $5 billion website for Obamacare never worked. Still doesnt work.,"government-efficiency,health-care"
3,It takes almost a year for a refugee to be processed in the United States.,terrorism
5,"Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.",federal-budget
1,"In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.","economy,stimulus"
3,"If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.",federal-budget
1,"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.","county-government,taxes"
2,"A lot of people don't know that 50,000 Americans now make their living off eBay.",economy
4,I dont know anything about David Duke.,candidates-biography
4,80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.,"campaign-finance,candidates-biography"
5,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science"
3,Says U.S. Senate candidate Joni Ernst does not support a national minimum wage.,"federal-budget,income,jobs,workers"
4,Birthers have obtained a copy of Obamas Kenyan birth certificate.,"candidates-biography,obama-birth-certificate"
0,Keystone means unlocking the Canadian tar sands.,"energy,environment"
4,"The working tax cut created over 40,000 new jobs in just the last four years.",taxes
5,There are at least twice as many licensed firearm dealers in California as there are McDonalds.,guns
1,I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. We played in at least 15 inches of that.,sports
0,It is the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.,"military,terrorism,veterans"
0,Data on violent crime shows Wisconsin has become less safe than it was when Scott Walker took office.,"city-budget,city-government,county-budget,county-government,crime,criminal-justice,state-budget"
3,The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders.,terrorism
3,"In 2006, Donald Trump was hoping for a real estate crash.","bankruptcy,candidates-biography,debt,economy,history,housing,income,jobs,stimulus,wealth"
5,The Republican leadership's budget proposal doesn't contain any numbers.,federal-budget
5,Says 1 in 7 American families is on food stamps.,"economy,pundits,welfare"
3,"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer.","gambling,jobs,state-budget,taxes"
5,Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,elections
0,"We have drawn down to presurge levels. Basra, Mosul and now Sadr City are quiet and it's long and it's tough and there will be setbacks.",iraq
2,"Says Austins treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.","environment,water"
1,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""","abortion,health-care"
5,"As president, Barack Obama has never visited Israel.","israel,message-machine-2012"
1,Were the worst state in the country at moving people from welfare to work.,welfare
2,Says the private sector in Texas created 1 million jobs over the past decade.,jobs
0,Pentagon confirms they may court martial soldiers who hold Christian faith.,"military,religion"
5,Cobb is one of the largest school systems (in the nation) that is debt free.,"county-budget,debt,taxes"
1,Weve got more revenue than we ever have.,"economy,taxes"
3,"Between 2010 and 2014, there was no net in-migration from Mexico.",immigration
5,The Social Security disability fund is going belly up in 2016.,social-security
5,"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.","health-care,veterans"
3,"Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.","economy,financial-regulation,government-regulation"
3,"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.","congressional-rules,foreign-policy,history,legal-issues,military"
5,Did you know that the U.S. is one of the very few nations in the world without an official language?,legal-issues
0,"Every time weve increased the minimum wage, weve seen a growth in jobs.","economy,income,jobs,labor,small-business,workers"
5,The Florida Legislature raised taxes and fees by almost $2 billion in the 2009 session.,"economy,taxes"
5,We have more people working in clean and green energy than in oil and gas in this country.,"economy,energy,environment,jobs,labor,technology"
3,"Florida has 1,200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.",sports
4,Says Hillary Clinton had an undercover nurse with her at the Sept. 11 memorial ceremony in New York.,candidates-biography
3,Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.,education
5,The fastest-growing part of the Pentagons budget are health care expenses.,"health-care,military"
3,"Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.","federal-budget,military"
3,"According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.","crime,guns"
3,The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,"crime,health-care"
5,"Fireworks have never been safer, and their use continues to increase each year.","economy,financial-regulation,patriotism,market-regulation"
3,Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act.,"abortion,crime,criminal-justice,women"
2,"Says over 40 percent of recent county bonds are for Precinct One, northeast Travis County, because he is quick to identify projects that help make the East Side a desirable place to live.","county-budget,transportation"
1,Medicare passed with virtually no Republican support.,"health-care,history,medicare"
1,Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.,"elections,states"
4,Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.,health-care
0,Its warmer on Mars than it is in parts of the United States and Canada during the polar vortex.,"space,weather"
0,"Says the Department of Homeland Security has ordered enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States, possibly to combat massive civil unrest or an invasion by a foreign power.","homeland-security,military"
4,"If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.",religion
0,Under Gov. Rick Perrys leadership [Texas] has created more jobs over the last decade than the rest of the states combined.,"economy,jobs"
2,Says Scott Bruun supports cutting the Department of Commerce and eliminating NOAA.,economy
0,Says only 25 percent of Texas high school students graduate prepared for college or careers.,education
4,"Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",health-care
2,"Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.","jobs,veterans"
0,"Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.","candidates-biography,education,state-budget,states"
5,"More than 27,000 Rhode Island jobs depend on trade with Canada.","economy,energy"
1,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",taxes
1,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,"crime,legal-issues"
0,"He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation.",guns
1,"An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.",environment
1,More businesses went out of business last year than were started for the first time in our history.,economy
4,Says Hillary Clinton has not answered a single question about her immigration plan.,immigration
3,Says Donald Trump literally has no plans to make higher education more affordable.,education
1,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,"military,religion"
4,Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?,stimulus
2,Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.,"foreign-policy,legal-issues,military"
5,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,state-budget
4,I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.,"bush-administration,iraq,military"
3,"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.","candidates-biography,elections,pundits"
5,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.",foreign-policy
3,"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.","homeland-security,military,new-hampshire-2012,terrorism"
3,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.,"new-hampshire-2012,taxes"
2,Says Donald Trump promised the mass deportation of Latino families.,immigration
0,"Palin ""stopped the Bridge to Nowhere.""",transportation
3,Says the state tax burden per citizen in New York is twice as high as in Florida.,"economy,taxes"
1,Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,"labor,state-budget"
2,Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.,immigration
5,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,jobs
4,I lost my health insurance and my doctor because of Obamacare.,health-care
0,"As far as standing committees, we have 10 fewer standing committees. So weve saved the state about a quarter-of-a-million dollars through the reduction of the standing committees.","government-efficiency,state-budget"
3,"(Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down.","homeland-security,military"
4,"Governor-elect Scott Walkers opposition to high-speed rail killed 13,000 Wisconsin jobs","jobs,transportation"
1,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,"climate-change,energy,environment,message-machine-2014"
3,"The Trans-Pacific Partnership knocks out 18,000 tariffs that other countries place on American products and goods.",trade
5,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,"debt,deficit,federal-budget"
3,Tommy Thompson wanted to implant data chips in humans.,"elections,health-care,technology"
3,Says New Jersey is 50th in return of our federal tax dollars.,"states,taxes"
5,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,health-care
3,The U.S. Senate has one manufacturer thatd be me.,"candidates-biography,congress"
3,"Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.",health-care
3,"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.","corporations,medicaid,welfare,workers"
3,"Oregon today has 100,000 more jobs than it did when I was elected.",jobs
